claim_id,policy_id,customer_id,policy_type,vehicle_segment,incident_type,incident_date,claim_reported,total_claim_amount,repair_estimate,police_report_available,injury_severity,policy_annual_mileage,insured_zip,insured_city,insured_state,fraud_reported
C84506068,P2897879,U304397,Comprehensive,Hatchback,Single Vehicle,09/23/2023,09/29/2023,39741.21,32321.04,No,None,12476,302007,Jaipur,Rajasthan,Yes
C81669186,P0219023,U585579,Motor TP,Sedan,Head-on,07/21/2025,07/23/2025,52583.07,38708.08,Yes,Minor,13064,400004,Mumbai,Maharashtra,No
C68182002,P8914606,U979991,Motor OD,SUV,Single Vehicle,09/25/2024,09/26/2024,69322.01,58114.67,Yes,None,10213,600005,Chennai,Tamil Nadu,Yes
C16846189,P3479253,U108039,Motor OD,SUV,Side Collision,05/17/2023,05/17/2023,54277.9,42634.57,Yes,Minor,17187,226006,Lucknow,Uttar Pradesh,No
C59171530,P3180846,U928579,Comprehensive,Hatchback,Single Vehicle,06/03/2024,06/06/2024,19428.88,14211.19,No,None,9990,302003,Jaipur,Rajasthan,No
C02478617,P8077199,U264112,Motor OD,Van,Windshield Damage,01/14/2024,01/15/2024,22831.82,21850.05,No,None,8412,560005,Bengaluru,Karnataka,Yes
C06332241,P3319959,U672872,Comprehensive,Pickup,Rear Collision,07/19/2023,07/20/2023,48366.65,44413.6,Yes,None,15165,400008,Mumbai,Maharashtra,Yes
C91365816,P5300115,U255791,Comprehensive,Sedan,Rear Collision,07/07/2025,07/07/2025,16643.99,15308.25,Yes,None,10307,411005,Pune,Maharashtra,Yes
C47080450,P9582683,U155829,Motor OD,Hatchback,Side Collision,03/07/2024,03/09/2024,12953.55,9184.09,No,None,9642,110004,Delhi,Delhi,Yes
C21171577,P2469250,U000408,Comprehensive,SUV,Theft,02/17/2023,02/25/2023,66240.01,65742.84,Yes,Minor,12483,555555,Jaipur,Rajasthan,Yes
C30064260,P4871254,U814557,Comprehensive,Hatchback,Rear Collision,09/03/2024,09/06/2024,16414.46,15515.77,No,Minor,14624,700002,Kolkata,West Bengal,Yes
C30099179,P7538026,U593351,Comprehensive,Hatchback,Windshield Damage,04/06/2025,04/09/2025,4505.52,4495.87,No,None,15954,110005,Delhi,Delhi,Yes
C07580898,P2294644,U488315,Comprehensive,Hatchback,Side Collision,10/04/2023,10/06/2023,19686.79,15098.59,No,None,6846,110002,Delhi,Delhi,No
C88129979,P2762379,U960897,Motor OD,Sedan,Rear Collision,12/16/2023,12/21/2023,29692.08,27302.44,Yes,None,14106,226009,Lucknow,Uttar Pradesh,Yes
C67083393,P9387839,U469607,Comprehensive,Sedan,Parking Bump,06/25/2025,06/27/2025,14726.12,10826.88,No,None,15266,110006,Delhi,Delhi,No
C78616949,P6204294,U754680,Comprehensive,Sedan,Windshield Damage,03/09/2025,03/10/2025,21645.07,18320.11,Yes,None,14449,600008,Chennai,Tamil Nadu,Yes
C84284941,P2752471,U230824,Comprehensive,Sedan,Windshield Damage,10/12/2024,10/14/2024,8319.4,7536.43,Yes,None,11666,110010,Delhi,Delhi,No
C48266085,P4562839,U873609,Motor TP,Sedan,Side Collision,07/06/2023,07/08/2023,20341.27,18974.07,No,None,9775,500009,Hyderabad,Telangana,No
C04297175,P6956796,U157082,Comprehensive,Hatchback,Theft,06/16/2025,07/03/2025,42384.23,30245.01,Yes,Major,14483,302002,Jaipur,Rajasthan,Yes
C12334542,P4313231,U628434,Motor TP,Hatchback,Head-on,05/13/2023,05/15/2023,39345.05,39287.08,Yes,Minor,4515,560001,Bengaluru,Karnataka,Yes
C57719404,P2916339,U187384,Comprehensive,SUV,Theft,08/15/2025,08/27/2025,93791.09,70188.63,Yes,None,20699,302007,Jaipur,Rajasthan,Yes
C97113836,P8800544,U856641,Motor OD,Hatchback,Rear Collision,05/12/2025,05/12/2025,5627.55,4503.67,Yes,None,7591,700008,Kolkata,West Bengal,No
C60097793,P0539646,U911475,Motor OD,Hatchback,Side Collision,02/03/2024,02/05/2024,21816.33,21479.32,Yes,Minor,14419,560008,Bengaluru,Karnataka,No
C81504094,P7132282,U898395,Comprehensive,Sedan,Single Vehicle,08/01/2023,08/08/2023,11957.38,11401.62,Yes,Major,12345,400003,Mumbai,Maharashtra,Yes
C95607931,P0479217,U015375,Motor OD,SUV,Windshield Damage,05/23/2024,05/23/2024,17291.44,16258.14,Yes,None,21713,110008,Delhi,Delhi,No
C35244593,P1014424,U032514,Motor OD,SUV,Rear Collision,07/06/2025,07/07/2025,38948.58,38741.55,No,None,13028,302002,Jaipur,Rajasthan,Yes
C34481433,P2456013,U925361,Comprehensive,Hatchback,Head-on,06/12/2023,06/16/2023,20105.53,16421.67,No,Minor,4416,400008,Mumbai,Maharashtra,No
C06498579,P8211560,U434523,Comprehensive,Motorcycle,Single Vehicle,01/01/2023,01/23/2023,15714.64,15076.48,No,Minor,17827,226007,Lucknow,Uttar Pradesh,No
C50934403,P7716429,U242748,Motor OD,Sedan,Single Vehicle,07/13/2025,07/16/2025,17263.05,12510.14,Yes,None,14194,700006,Kolkata,West Bengal,No
C85651401,P9429228,U179416,Comprehensive,Hatchback,Theft,05/16/2024,05/19/2024,49672.38,43749.35,Yes,None,22024,000000,Ahmedabad,Gujarat,No
C89680015,P5759666,U627291,Comprehensive,Sedan,Side Collision,04/21/2025,04/22/2025,27094.29,19102.57,No,None,10206,110006,Delhi,Delhi,No
C70785996,P6013560,U402140,Comprehensive,Sedan,Theft,05/10/2025,05/13/2025,89321.43,78021.7,Yes,None,12680,700001,Kolkata,West Bengal,No
C27667142,P3718275,U926629,Comprehensive,Van,Parking Bump,03/10/2025,03/31/2025,19302.42,14787.5,Yes,None,13314,400008,Mumbai,Maharashtra,Yes
C35201925,P3675393,U958207,Comprehensive,Hatchback,Single Vehicle,05/10/2025,05/16/2025,22026.88,19635.57,Yes,None,12644,560010,Bengaluru,Karnataka,Yes
C32435944,P9749636,U466659,Motor OD,Hatchback,Windshield Damage,08/14/2025,08/15/2025,10069.57,8840.23,Yes,None,11905,222222,Lucknow,Uttar Pradesh,Yes
C32013370,P9082781,U923786,Comprehensive,SUV,Single Vehicle,07/05/2025,07/11/2025,86914.31,68559.91,Yes,None,14799,110005,Delhi,Delhi,No
C78012390,P3523767,U631067,Motor TP,Hatchback,Rear Collision,12/20/2024,12/30/2024,15373.83,14475.65,No,Minor,7868,400008,Mumbai,Maharashtra,No
C09933325,P7683013,U900954,Comprehensive,Hatchback,Single Vehicle,12/14/2024,12/28/2024,46896.39,39012.63,Yes,None,9690,411005,Pune,Maharashtra,No
C50957191,P4194472,U326449,Motor OD,Hatchback,Theft,09/06/2025,09/22/2025,24699.03,18450.18,Yes,None,3589,400007,Mumbai,Maharashtra,Yes
C80928466,P7996002,U133661,Comprehensive,Sedan,Rear Collision,10/25/2023,11/15/2023,39237.12,36190.67,Yes,None,10778,380008,Ahmedabad,Gujarat,No
C30887843,P1125205,U040108,Comprehensive,Hatchback,Single Vehicle,09/13/2024,09/23/2024,28010.05,21683.21,Yes,None,12074,700002,Kolkata,West Bengal,Yes
C45050030,P4511587,U638439,Comprehensive,Motorcycle,Rear Collision,12/04/2024,12/06/2024,11245.95,10934.82,Yes,None,8613,302006,Jaipur,Rajasthan,No
C15103586,P1114065,U910793,Motor OD,Sedan,Single Vehicle,12/15/2023,12/29/2023,9268.58,8558.78,Yes,None,21850,411005,Pune,Maharashtra,Yes
C99608862,P3685467,U045261,Comprehensive,Hatchback,Rear Collision,08/16/2023,08/30/2023,30150.08,30123.43,No,None,16162,226001,Lucknow,Uttar Pradesh,No
C28203545,P8477212,U937781,Comprehensive,Pickup,Parking Bump,09/29/2023,10/04/2023,24535.39,23348.49,No,None,9911,500001,Hyderabad,Telangana,No
C96430174,P2665871,U199376,Comprehensive,Van,Rear Collision,03/03/2025,03/03/2025,21488.93,16570.08,No,Minor,8615,560003,Bengaluru,Karnataka,Yes
C97995980,P3067960,U283530,Motor OD,SUV,Windshield Damage,08/17/2025,08/22/2025,36268.17,29216.06,Yes,Minor,11147,560005,Bengaluru,Karnataka,No
C31377913,P2031811,U127284,Motor OD,Sedan,Single Vehicle,08/11/2025,08/16/2025,36399.66,29542.21,No,Minor,10360,110009,Delhi,Delhi,No
C67173847,P9389554,U694425,Comprehensive,SUV,Windshield Damage,09/29/2025,10/01/2025,32509.88,30913.87,Yes,None,2772,411009,Pune,Maharashtra,No
C11530210,P4871272,U091062,Comprehensive,Sedan,Single Vehicle,02/28/2025,03/03/2025,7722.21,6271.51,No,None,13909,560006,Bengaluru,Karnataka,No
C89344312,P8187852,U340737,Comprehensive,Sedan,Windshield Damage,07/12/2025,07/26/2025,10602.64,9716.32,Yes,None,9337,600002,Chennai,Tamil Nadu,No
C25506766,P8052142,U354990,Comprehensive,Hatchback,Rear Collision,05/02/2025,05/02/2025,14303.03,11242.58,Yes,None,11537,226009,Lucknow,Uttar Pradesh,No
C45713670,P1181783,U101345,Motor OD,SUV,Rear Collision,03/01/2025,03/15/2025,63821.88,54354.69,No,Minor,9780,110002,Delhi,Delhi,No
C17280948,P0165640,U443958,Comprehensive,Sedan,Side Collision,03/24/2023,03/29/2023,27555.62,23962.63,Yes,Major,7963,600008,Chennai,Tamil Nadu,No
C84909440,P2761311,U239974,Motor OD,Pickup,Single Vehicle,05/24/2024,05/25/2024,48765.62,38027.6,Yes,None,13895,400004,Mumbai,Maharashtra,No
C98916800,P0675194,U750500,Comprehensive,Hatchback,Rear Collision,05/30/2023,06/03/2023,33749.13,32874.23,Yes,None,8926,226009,Lucknow,Uttar Pradesh,Yes
C08385834,P1336413,U397335,Comprehensive,Hatchback,Parking Bump,03/10/2025,03/13/2025,6570.75,5881.39,Yes,None,14458,560002,Bengaluru,Karnataka,No
C53405055,P6649820,U127624,Motor OD,Hatchback,Windshield Damage,09/19/2025,09/20/2025,6827.98,6127.54,Yes,Minor,11260,600009,Chennai,Tamil Nadu,No
C09292225,P4686398,U427130,Comprehensive,SUV,Rear Collision,04/24/2025,05/15/2025,48546.74,39381.29,Yes,None,7104,700009,Kolkata,West Bengal,No
C64678278,P0293844,U872927,Comprehensive,Hatchback,Single Vehicle,05/15/2025,05/23/2025,33797.97,30210.33,Yes,None,14352,411002,Pune,Maharashtra,No
C36944256,P7913875,U639541,Comprehensive,SUV,Rear Collision,04/29/2023,05/13/2023,34413.54,26979.52,Yes,None,11179,555555,Lucknow,Uttar Pradesh,Yes
C72815884,P9066876,U833868,Comprehensive,Hatchback,Rear Collision,05/20/2025,05/21/2025,24925.55,19230.44,No,None,8485,700007,Kolkata,West Bengal,No
C75933131,P2643293,U551025,Comprehensive,SUV,Rear Collision,04/28/2025,05/26/2025,52446.0,51239.17,Yes,Minor,10287,110005,Delhi,Delhi,Yes
C41208746,P1989286,U651607,Motor TP,Sedan,Rear Collision,02/27/2023,03/09/2023,17864.02,13163.35,Yes,None,11415,110007,Delhi,Delhi,No
C16980886,P9081112,U418669,Comprehensive,Sedan,Rear Collision,04/03/2024,04/05/2024,40222.81,28924.52,No,Minor,15059,380006,Ahmedabad,Gujarat,Yes
C51462121,P1402490,U655021,Motor TP,Hatchback,Parking Bump,09/10/2025,09/10/2025,4667.33,3912.96,Yes,Minor,9022,226002,Lucknow,Uttar Pradesh,No
C74235021,P5458368,U449984,Motor OD,SUV,Single Vehicle,08/23/2023,08/24/2023,54710.77,53702.56,Yes,Major,11546,560006,Bengaluru,Karnataka,No
C34867703,P1215665,U414549,Motor OD,Motorcycle,Rear Collision,03/11/2025,03/11/2025,8666.5,6505.93,No,None,12568,110003,Delhi,Delhi,Yes
C04172660,P6326627,U008999,Motor OD,Sedan,Theft,01/28/2025,01/28/2025,59293.95,41934.44,Yes,None,10632,411006,Pune,Maharashtra,No
C84814115,P4296218,U021803,Comprehensive,Motorcycle,Side Collision,08/27/2024,09/10/2024,2000.0,1898.53,Yes,Minor,11360,226008,Lucknow,Uttar Pradesh,Yes
C89108882,P3351305,U512587,Comprehensive,Hatchback,Single Vehicle,12/25/2024,01/02/2025,11244.49,8446.16,Yes,None,12041,226006,Lucknow,Uttar Pradesh,Yes
C58339406,P4800881,U423842,Comprehensive,SUV,Rear Collision,07/03/2025,07/07/2025,19012.09,17648.2,No,Minor,8911,444444,Pune,Maharashtra,No
C09412888,P3878248,U809265,Motor OD,SUV,Single Vehicle,07/02/2024,07/05/2024,39856.75,32852.38,Yes,None,14538,110008,Delhi,Delhi,No
C78559435,P2626401,U000950,Motor TP,SUV,Windshield Damage,07/06/2025,07/09/2025,37328.7,31068.71,Yes,None,16184,400002,Mumbai,Maharashtra,No
C60686351,P6770965,U738642,Motor OD,Motorcycle,Theft,02/01/2024,02/04/2024,24193.33,18171.64,Yes,None,15220,600008,Chennai,Tamil Nadu,No
C95114095,P5107724,U561846,Comprehensive,SUV,Head-on,04/08/2025,04/08/2025,84039.33,61613.06,Yes,None,16613,700004,Kolkata,West Bengal,No
C74561347,P8064529,U707287,Comprehensive,SUV,Single Vehicle,03/12/2025,03/13/2025,93684.94,85495.5,No,Minor,10883,226009,Lucknow,Uttar Pradesh,No
C03922137,P6275764,U370660,Motor OD,Hatchback,Side Collision,02/23/2023,02/28/2023,22539.56,19858.24,Yes,None,13027,380004,Ahmedabad,Gujarat,No
C17341401,P6155136,U762867,Motor OD,SUV,Single Vehicle,11/06/2023,11/09/2023,62378.91,56690.92,Yes,None,11906,560005,Bengaluru,Karnataka,No
C84214018,P5814412,U975689,Comprehensive,Sedan,Windshield Damage,08/31/2024,09/01/2024,20472.21,16204.21,Yes,Major,9210,600003,Chennai,Tamil Nadu,Yes
C06983473,P4413252,U777038,Comprehensive,Hatchback,Theft,05/25/2025,06/05/2025,62188.19,56014.37,Yes,Minor,8215,700007,Kolkata,West Bengal,No
C58434244,P0357224,U323837,Comprehensive,SUV,Theft,07/14/2024,07/24/2024,68349.93,60086.13,Yes,None,5079,411002,Pune,Maharashtra,Yes
C79902577,P9967695,U144801,Comprehensive,SUV,Side Collision,05/12/2023,05/17/2023,61930.32,44732.32,No,None,16028,700008,Kolkata,West Bengal,No
C30395788,P8335276,U020429,Motor OD,Van,Single Vehicle,01/17/2023,01/30/2023,72329.57,51156.52,Yes,Minor,18296,600001,Chennai,Tamil Nadu,No
C07692039,P3733066,U143565,Motor OD,SUV,Single Vehicle,02/06/2024,02/13/2024,50468.29,40623.32,Yes,None,13378,500009,Hyderabad,Telangana,Yes
C14088835,P0192782,U878159,Comprehensive,Sedan,Head-on,07/15/2025,07/15/2025,42643.24,42226.77,Yes,Minor,11086,600007,Chennai,Tamil Nadu,No
C06463253,P1077957,U806584,Comprehensive,SUV,Single Vehicle,03/25/2024,03/27/2024,74744.17,61902.45,No,Minor,3086,560010,Bengaluru,Karnataka,Yes
C13799029,P8824400,U499600,Comprehensive,Hatchback,Theft,04/19/2023,04/21/2023,25642.42,19863.91,Yes,None,7037,600010,Chennai,Tamil Nadu,Yes
C31814093,P8835243,U549495,Comprehensive,Sedan,Windshield Damage,11/30/2024,12/21/2024,12491.56,10400.04,Yes,Minor,5945,400005,Mumbai,Maharashtra,Yes
C03420965,P7282106,U099910,Motor OD,Hatchback,Rear Collision,07/06/2025,07/16/2025,16731.93,15778.69,No,None,2913,700008,Kolkata,West Bengal,No
C99712793,P6995764,U374096,Comprehensive,Hatchback,Single Vehicle,06/12/2024,06/21/2024,17335.81,12513.26,Yes,None,12492,600002,Chennai,Tamil Nadu,No
C57979935,P7266622,U498181,Motor OD,Motorcycle,Windshield Damage,05/29/2023,06/02/2023,2000.0,1687.52,Yes,None,12877,400006,Mumbai,Maharashtra,No
C45283612,P6218717,U903031,Motor TP,Sedan,Parking Bump,04/27/2023,05/02/2023,13829.75,11134.39,No,None,12417,600004,Chennai,Tamil Nadu,No
C92223896,P2695822,U216399,Comprehensive,SUV,Single Vehicle,12/28/2024,01/21/2025,44324.48,33182.41,Yes,Minor,19278,110005,Delhi,Delhi,Yes
C13200035,P5828475,U492630,Comprehensive,Van,Parking Bump,05/19/2025,05/22/2025,19489.28,13779.9,No,None,13540,555555,Lucknow,Uttar Pradesh,Yes
C07144442,P4246791,U206322,Comprehensive,Hatchback,Parking Bump,08/15/2023,08/18/2023,9870.55,9268.32,Yes,None,15035,302009,Jaipur,Rajasthan,No
C37072303,P5659966,U515865,Comprehensive,Sedan,Rear Collision,03/10/2025,03/10/2025,37487.91,32047.56,Yes,None,8194,302002,Jaipur,Rajasthan,Yes
C72309949,P2354557,U561908,Comprehensive,Van,Side Collision,10/27/2023,10/27/2023,18310.16,16741.58,Yes,None,15719,400007,Mumbai,Maharashtra,No
C37774883,P7295859,U630902,Motor OD,Hatchback,Parking Bump,10/20/2023,10/20/2023,15190.71,14403.93,Yes,None,16781,110006,Delhi,Delhi,No
C75528207,P4033737,U465060,Motor TP,Sedan,Windshield Damage,03/07/2025,03/09/2025,22637.5,20993.86,No,None,10625,560008,Bengaluru,Karnataka,No
C86541311,P2244076,U444669,Motor OD,Sedan,Single Vehicle,04/07/2025,04/24/2025,26544.3,23753.96,Yes,None,12540,500006,Hyderabad,Telangana,No
C73182676,P5869104,U449856,Comprehensive,Sedan,Side Collision,04/22/2023,05/06/2023,31566.89,28588.19,No,None,5777,500004,Hyderabad,Telangana,No
C27407775,P6456542,U088382,Motor TP,SUV,Single Vehicle,07/04/2024,07/17/2024,73243.28,67793.96,No,Major,14547,302001,Jaipur,Rajasthan,Yes
C85986683,P7093737,U425817,Comprehensive,Hatchback,Head-on,09/25/2025,09/27/2025,37832.72,29970.22,Yes,Minor,13294,000000,Hyderabad,Telangana,No
C24372939,P4615258,U886526,Motor OD,Hatchback,Side Collision,09/08/2024,09/22/2024,24299.17,17061.3,Yes,Minor,18029,400005,Mumbai,Maharashtra,Yes
C07100079,P0104318,U161611,Comprehensive,SUV,Side Collision,07/08/2024,07/10/2024,86950.0,68913.06,No,None,15734,302002,Jaipur,Rajasthan,Yes
C96768934,P8462080,U588706,Comprehensive,SUV,Rear Collision,03/02/2025,03/04/2025,31913.77,22358.64,Yes,None,12576,700002,Kolkata,West Bengal,No
C40974330,P0440265,U426712,Motor OD,SUV,Head-on,02/05/2025,02/15/2025,91640.39,65502.54,Yes,None,9077,302007,Jaipur,Rajasthan,Yes
C59236024,P6510275,U699514,Comprehensive,Hatchback,Side Collision,03/04/2023,03/14/2023,14109.19,13703.65,No,None,7537,380005,Ahmedabad,Gujarat,No
C80254743,P5760931,U312919,Motor TP,Motorcycle,Side Collision,03/26/2025,04/16/2025,2057.08,1913.72,Yes,Minor,11342,380006,Ahmedabad,Gujarat,No
C38448668,P3289012,U709597,Motor TP,Hatchback,Side Collision,01/15/2025,01/17/2025,28541.32,24620.57,Yes,Minor,10604,560006,Bengaluru,Karnataka,No
C57487400,P3730977,U646148,Comprehensive,Hatchback,Single Vehicle,06/03/2024,06/27/2024,27468.9,27183.01,Yes,None,10160,110005,Delhi,Delhi,No
C10326450,P0032755,U076476,Comprehensive,Hatchback,Rear Collision,01/27/2024,01/28/2024,20272.07,14868.19,No,None,7179,226006,Lucknow,Uttar Pradesh,No
C98815180,P2736931,U638165,Motor TP,Sedan,Rear Collision,03/05/2024,03/06/2024,2000.0,1986.3,No,None,13975,123456,Ahmedabad,Gujarat,No
C74627533,P1101705,U730559,Motor TP,Hatchback,Windshield Damage,09/20/2023,09/24/2023,9595.95,9366.62,No,None,16541,600005,Chennai,Tamil Nadu,Yes
C46787455,P0537081,U818017,Comprehensive,Van,Single Vehicle,09/08/2025,09/11/2025,63576.76,58267.44,No,Minor,10504,700008,Kolkata,West Bengal,No
C36539078,P5592673,U735663,Comprehensive,Van,Windshield Damage,10/05/2024,10/10/2024,17653.39,14321.56,Yes,Minor,15852,500005,Hyderabad,Telangana,No
C37251962,P2828007,U290561,Comprehensive,SUV,Single Vehicle,03/22/2023,03/27/2023,40266.17,35376.45,Yes,None,6144,226002,Lucknow,Uttar Pradesh,Yes
C30390381,P5402285,U348244,Comprehensive,SUV,Parking Bump,09/22/2024,09/26/2024,20974.47,15907.91,Yes,None,11296,700007,Kolkata,West Bengal,No
C32956442,P3744358,U951151,Comprehensive,Sedan,Windshield Damage,08/01/2023,08/02/2023,29950.46,24866.23,Yes,Minor,8677,400001,Mumbai,Maharashtra,Yes
C97663491,P5602360,U309849,Comprehensive,Sedan,Rear Collision,08/25/2024,09/15/2024,20530.19,17562.49,Yes,Minor,5712,226010,Lucknow,Uttar Pradesh,Yes
C36141032,P8726220,U752646,Comprehensive,Sedan,Parking Bump,04/07/2024,04/09/2024,15639.93,14694.26,Yes,None,12507,560002,Bengaluru,Karnataka,No
C14186925,P4846940,U726991,Comprehensive,Sedan,Side Collision,03/30/2023,03/31/2023,23581.4,18977.4,No,None,16812,500009,Hyderabad,Telangana,No
C56523100,P7398403,U092504,Motor TP,SUV,Head-on,12/08/2024,12/12/2024,82926.17,61919.3,Yes,Major,5845,411002,Pune,Maharashtra,No
C33924718,P4106559,U602241,Motor TP,Motorcycle,Rear Collision,05/13/2023,05/14/2023,13157.81,10052.92,Yes,None,6233,560003,Bengaluru,Karnataka,Yes
C53530629,P1888243,U446693,Motor OD,Motorcycle,Head-on,08/08/2023,08/29/2023,7311.64,6404.65,Yes,None,6906,600001,Chennai,Tamil Nadu,Yes
C85106473,P4155997,U825508,Motor TP,Sedan,Parking Bump,08/21/2025,08/22/2025,2000.0,1902.06,Yes,Minor,15720,226006,Lucknow,Uttar Pradesh,No
C02045096,P0930488,U659325,Comprehensive,Hatchback,Single Vehicle,02/09/2024,02/20/2024,30736.14,25023.25,No,None,10414,302005,Jaipur,Rajasthan,Yes
C57755773,P5048102,U223249,Comprehensive,SUV,Rear Collision,05/04/2024,05/18/2024,45069.31,38440.7,No,Minor,3884,400007,Mumbai,Maharashtra,Yes
C88237892,P8914201,U256670,Comprehensive,Motorcycle,Single Vehicle,04/06/2023,04/13/2023,14710.9,13234.01,No,None,14728,411002,Pune,Maharashtra,No
C47777240,P5585459,U084572,Comprehensive,SUV,Single Vehicle,09/06/2024,09/12/2024,40907.9,31873.86,No,None,17425,226010,Lucknow,Uttar Pradesh,No
C06285363,P5012510,U934246,Motor OD,Hatchback,Side Collision,02/16/2023,03/09/2023,25320.34,21541.96,Yes,Minor,2971,226002,Lucknow,Uttar Pradesh,Yes
C99788754,P5666649,U194969,Motor TP,SUV,Rear Collision,08/11/2024,08/12/2024,49919.99,40350.97,Yes,Minor,5435,333333,Pune,Maharashtra,No
C77751182,P4035073,U843286,Motor TP,Hatchback,Windshield Damage,03/05/2025,03/12/2025,5897.86,5348.63,Yes,None,11891,226010,Lucknow,Uttar Pradesh,No
C87948075,P3414605,U756211,Motor TP,Hatchback,Head-on,08/23/2024,08/28/2024,12325.54,9328.65,Yes,None,22593,380007,Ahmedabad,Gujarat,No
C30477342,P2675153,U171622,Comprehensive,SUV,Parking Bump,12/02/2023,12/02/2023,2000.0,1560.22,Yes,None,13072,380006,Ahmedabad,Gujarat,No
C18534867,P8128328,U997955,Comprehensive,Hatchback,Single Vehicle,05/06/2023,05/09/2023,18254.68,15818.58,Yes,Minor,8123,226008,Lucknow,Uttar Pradesh,Yes
C86585221,P4044502,U608441,Comprehensive,SUV,Side Collision,04/10/2024,05/01/2024,58119.49,45180.06,No,None,8382,302010,Jaipur,Rajasthan,No
C77657527,P3366979,U936544,Comprehensive,Pickup,Side Collision,03/02/2023,03/12/2023,28420.29,21929.81,No,None,16718,302007,Jaipur,Rajasthan,No
C99209830,P9091432,U639558,Comprehensive,Hatchback,Theft,09/05/2023,09/06/2023,27084.85,22569.52,Yes,None,13843,999999,Mumbai,Maharashtra,Yes
C74385715,P9852276,U673599,Comprehensive,SUV,Rear Collision,03/31/2025,04/10/2025,48564.5,38859.11,Yes,None,11310,226001,Lucknow,Uttar Pradesh,No
C95413711,P6068416,U578640,Comprehensive,Sedan,Side Collision,04/10/2023,04/12/2023,22129.55,15788.93,Yes,None,10449,380008,Ahmedabad,Gujarat,No
C89578669,P4896601,U384191,Motor OD,Hatchback,Single Vehicle,05/26/2024,06/24/2024,23255.97,22070.67,No,Minor,13162,380005,Ahmedabad,Gujarat,No
C89975305,P7232684,U776336,Comprehensive,Hatchback,Parking Bump,03/30/2023,03/30/2023,14470.36,10671.54,Yes,Minor,10986,411007,Pune,Maharashtra,No
C29757506,P4497982,U928010,Motor TP,Hatchback,Windshield Damage,03/04/2023,03/11/2023,8689.97,7429.24,Yes,None,10682,400002,Mumbai,Maharashtra,No
C33409040,P6436408,U501825,Comprehensive,Hatchback,Windshield Damage,05/25/2024,05/27/2024,9205.64,8670.84,Yes,None,17273,500002,Hyderabad,Telangana,No
C93978955,P4127321,U886661,Motor OD,SUV,Rear Collision,09/17/2024,09/21/2024,40052.23,36897.74,Yes,None,11149,600001,Chennai,Tamil Nadu,Yes
C92352780,P5414310,U635228,Motor TP,Hatchback,Single Vehicle,02/13/2024,02/18/2024,11054.92,9226.55,Yes,None,5756,226008,Lucknow,Uttar Pradesh,Yes
C40828712,P7641134,U686556,Motor TP,Hatchback,Rear Collision,02/22/2023,02/24/2023,17439.73,15263.65,No,None,13914,302006,Jaipur,Rajasthan,No
C92864659,P8800935,U191785,Comprehensive,Pickup,Side Collision,02/04/2024,02/04/2024,18666.8,15466.33,No,None,6413,226002,Lucknow,Uttar Pradesh,No
